ridership_id,trip_id,station_id,boardings,alightings,passenger_load_after_stop,vehicle_capacity,is_overcrowded
RD01246,T0208,S010,9,3,24,25,No
RD01247,T0208,S011,8,2,30,25,Yes
RD01248,T0208,S012,4,30,4,25,No
RD01249,T0209,S019,5,0,7,25,No
RD01250,T0209,S020,9,0,16,25,No
RD01251,T0209,S021,4,1,19,25,No
RD01252,T0209,S022,7,3,23,25,No
RD01253,T0209,S023,2,4,24,25,No
RD01254,T0209,S024,4,24,4,25,No
RD01255,T0210,S037,20,0,25,45,No
RD01256,T0210,S038,17,1,41,45,No
RD01257,T0210,S039,1,4,38,45,No
RD01258,T0210,S040,21,4,55,45,Yes
RD01259,T0210,S041,7,5,57,45,Yes
RD01260,T0210,S042,2,57,2,45,No
RD01261,T0211,S025,17,0,31,70,No
RD01262,T0211,S026,18,2,47,70,No
RD01263,T0211,S027,33,9,71,70,Yes
RD01264,T0211,S028,23,8,86,70,Yes
RD01265,T0211,S029,10,4,92,70,Yes
RD01266,T0211,S030,2,92,2,70,No
RD01267,T0212,S007,4,0,5,25,No
RD01268,T0212,S008,9,2,12,25,No
RD01269,T0212,S009,1,1,12,25,No
RD01270,T0212,S010,1,5,8,25,No
RD01271,T0212,S011,2,0,10,25,No
RD01272,T0212,S012,1,10,1,25,No
RD01273,T0213,S013,13,0,17,25,No
RD01274,T0213,S014,8,5,20,25,No
RD01275,T0213,S015,6,2,24,25,No
RD01276,T0213,S016,11,5,30,25,Yes
RD01277,T0213,S017,8,0,38,25,Yes
RD01278,T0213,S018,0,38,0,25,No
RD01279,T0214,S037,16,0,30,70,No
RD01280,T0214,S038,30,10,50,70,No
RD01281,T0214,S039,10,3,57,70,No
RD01282,T0214,S040,17,9,65,70,No
RD01283,T0214,S041,12,6,71,70,Yes
RD01284,T0214,S042,2,71,2,70,No
RD01285,T0215,S001,20,0,25,45,No
RD01286,T0215,S002,16,1,40,45,No
RD01287,T0215,S003,15,7,48,45,Yes
RD01288,T0215,S004,12,4,56,45,Yes
RD01289,T0215,S005,17,2,71,45,Yes
RD01290,T0215,S006,0,71,0,45,No
RD01291,T0216,S043,4,0,9,25,No
RD01292,T0216,S044,8,4,13,25,No
RD01293,T0216,S045,4,3,14,25,No
RD01294,T0216,S046,3,4,13,25,No
RD01295,T0216,S047,2,3,12,25,No
RD01296,T0216,S048,4,12,4,25,No
RD01297,T0217,S031,12,0,15,25,No
RD01298,T0217,S032,4,4,15,25,No
RD01299,T0217,S033,2,5,12,25,No
RD01300,T0217,S034,10,5,17,25,No
RD01301,T0217,S035,10,0,27,25,Yes
RD01302,T0217,S036,2,27,2,25,No
RD01303,T0218,S001,21,0,35,70,No
RD01304,T0218,S002,5,6,34,70,No
RD01305,T0218,S003,25,10,49,70,No
RD01306,T0218,S004,4,10,43,70,No
RD01307,T0218,S005,9,13,39,70,No
RD01308,T0218,S006,0,39,0,70,No
RD01309,T0219,S025,5,0,10,25,No
RD01310,T0219,S026,7,2,15,25,No
RD01311,T0219,S027,4,3,16,25,No
RD01312,T0219,S028,5,2,19,25,No
RD01313,T0219,S029,5,5,19,25,No
RD01314,T0219,S030,3,19,3,25,No
RD01315,T0220,S013,4,0,6,25,No
RD01316,T0220,S014,9,4,11,25,No
RD01317,T0220,S015,5,1,26,25,Yes
RD01318,T0220,S016,1,0,27,25,Yes
RD01319,T0220,S017,2,2,27,25,Yes
RD01320,T0220,S018,0,27,0,25,No
RD01321,T0221,S007,24,0,35,45,No
RD01322,T0221,S008,13,5,43,45,No
RD01323,T0221,S009,18,6,55,45,Yes
RD01324,T0221,S010,16,2,69,45,Yes
RD01325,T0221,S011,13,8,74,45,Yes
RD01326,T0221,S012,2,74,2,45,No
RD01327,T0222,S037,7,0,8,25,No
RD01328,T0222,S038,3,5,6,25,No
RD01329,T0222,S039,11,0,27,25,Yes
RD01330,T0222,S040,7,5,29,25,Yes
RD01331,T0222,S041,2,1,30,25,Yes
RD01332,T0222,S042,3,30,3,25,No
RD01333,T0223,S025,25,0,36,45,No
RD01334,T0223,S026,6,9,33,45,No
RD01335,T0223,S027,18,6,45,45,No
RD01336,T0223,S028,12,6,51,45,Yes
RD01337,T0223,S029,20,6,75,45,Yes
RD01338,T0223,S030,1,75,1,45,No
RD01339,T0224,S013,19,0,23,45,No
RD01340,T0224,S014,12,9,29,45,No
RD01341,T0224,S015,16,9,36,45,No
RD01342,T0224,S016,19,1,54,45,Yes
RD01343,T0224,S017,5,1,58,45,Yes
RD01344,T0224,S018,4,58,4,45,No
RD01345,T0225,S007,39,0,47,70,No
RD01346,T0225,S008,6,8,45,70,No
RD01347,T0225,S009,5,10,40,70,No
RD01348,T0225,S010,20,8,52,70,No
RD01349,T0225,S011,22,14,60,70,No
RD01350,T0225,S012,0,60,0,70,No
RD01351,T0226,S019,10,0,14,25,No
RD01352,T0226,S020,7,2,19,25,No
RD01353,T0226,S021,5,2,22,25,No
RD01354,T0226,S022,10,5,27,25,Yes
RD01355,T0226,S023,10,5,32,25,Yes
RD01356,T0226,S024,3,32,3,25,No
RD01357,T0227,S007,7,0,16,45,No
RD01358,T0227,S008,20,4,42,45,No
RD01359,T0227,S009,5,1,46,45,Yes
RD01360,T0227,S010,9,4,51,45,Yes
RD01361,T0227,S011,9,4,56,45,Yes
RD01362,T0227,S012,0,56,0,45,No
RD01363,T0228,S019,11,0,20,45,No
RD01364,T0228,S020,15,2,33,45,No
RD01365,T0228,S021,9,2,40,45,No
RD01366,T0228,S022,16,3,53,45,Yes
RD01367,T0228,S023,2,8,47,45,Yes
RD01368,T0228,S024,0,47,0,45,No
RD01369,T0229,S025,5,0,9,25,No
RD01370,T0229,S026,7,3,13,25,No
RD01371,T0229,S027,11,3,21,25,No
RD01372,T0229,S028,6,4,30,25,Yes
RD01373,T0229,S029,1,0,31,25,Yes
RD01374,T0229,S030,3,31,3,25,No
RD01375,T0230,S043,23,0,30,45,No
RD01376,T0230,S044,16,6,40,45,No
RD01377,T0230,S045,14,8,56,45,Yes
RD01378,T0230,S046,11,6,61,45,Yes
RD01379,T0230,S047,4,0,65,45,Yes
RD01380,T0230,S048,2,65,2,45,No
RD01381,T0231,S019,12,0,15,25,No
RD01382,T0231,S020,6,2,19,25,No
RD01383,T0231,S021,5,0,24,25,No
RD01384,T0231,S022,8,3,29,25,Yes
RD01385,T0231,S023,4,5,28,25,Yes
RD01386,T0231,S024,4,28,4,25,No
RD01387,T0232,S001,5,0,9,25,No
RD01388,T0232,S002,6,5,10,25,No
RD01389,T0232,S003,3,1,12,25,No
RD01390,T0232,S004,1,4,9,25,No
RD01391,T0232,S005,1,5,5,25,No
RD01392,T0232,S006,0,5,0,25,No
RD01393,T0233,S031,19,0,19,45,No
RD01394,T0233,S032,15,1,33,45,No
RD01395,T0233,S033,9,4,38,45,No
RD01396,T0233,S034,20,0,58,45,Yes
RD01397,T0233,S035,7,9,56,45,Yes
RD01398,T0233,S036,0,56,0,45,No
RD01399,T0234,S037,4,0,4,25,No
RD01400,T0234,S038,7,1,10,25,No
RD01401,T0234,S039,10,5,15,25,No
RD01402,T0234,S040,2,1,16,25,No
RD01403,T0234,S041,5,2,19,25,No
RD01404,T0234,S042,0,19,0,25,No
RD01405,T0235,S043,19,0,23,45,No
RD01406,T0235,S044,9,5,27,45,No
RD01407,T0235,S045,9,1,35,45,No
RD01408,T0235,S046,13,6,42,45,No
RD01409,T0235,S047,9,0,51,45,Yes
RD01410,T0235,S048,2,51,2,45,No
RD01411,T0236,S037,13,0,14,45,No
RD01412,T0236,S038,10,3,21,45,No
RD01413,T0236,S039,3,6,18,45,No
RD01414,T0236,S040,2,7,13,45,No
RD01415,T0236,S041,9,2,20,45,No
RD01416,T0236,S042,3,20,3,45,No
RD01417,T0237,S025,25,0,28,45,No
RD01418,T0237,S026,9,7,30,45,No
RD01419,T0237,S027,3,1,32,45,No
RD01420,T0237,S028,15,4,53,45,Yes
RD01421,T0237,S029,21,2,72,45,Yes
RD01422,T0237,S030,0,72,0,45,No
RD01423,T0238,S019,5,0,7,25,No
RD01424,T0238,S020,10,3,24,25,No
RD01425,T0238,S021,7,3,28,25,Yes
RD01426,T0238,S022,2,5,25,25,No
RD01427,T0238,S023,7,0,32,25,Yes
RD01428,T0238,S024,3,32,3,25,No
RD01429,T0239,S013,8,0,12,25,No
RD01430,T0239,S014,7,2,21,25,No
RD01431,T0239,S015,9,2,28,25,Yes
RD01432,T0239,S016,2,2,28,25,Yes
RD01433,T0239,S017,11,2,37,25,Yes
RD01434,T0239,S018,4,37,13,25,No
RD01435,T0240,S007,12,0,22,45,No
RD01436,T0240,S008,4,6,20,45,No
RD01437,T0240,S009,16,5,31,45,No
RD01438,T0240,S010,7,7,31,45,No
RD01439,T0240,S011,1,3,29,45,No
RD01440,T0240,S012,4,29,4,45,No
RD01441,T0241,S043,4,0,7,25,No
RD01442,T0241,S044,5,5,7,25,No
RD01443,T0241,S045,1,3,8,25,No
RD01444,T0241,S046,1,2,7,25,No
RD01445,T0241,S047,11,1,17,25,No
RD01446,T0241,S048,3,17,3,25,No
RD01447,T0242,S031,10,0,18,45,No
RD01448,T0242,S032,3,3,23,45,No
RD01449,T0242,S033,21,7,49,45,Yes
RD01450,T0242,S034,8,0,57,45,Yes
RD01451,T0242,S035,1,2,56,45,Yes
RD01452,T0242,S036,0,56,0,45,No
RD01453,T0243,S025,39,0,42,70,No
RD01454,T0243,S026,5,13,34,70,No
RD01455,T0243,S027,8,1,41,70,No
RD01456,T0243,S028,15,12,50,70,No
RD01457,T0243,S029,22,6,66,70,No
RD01458,T0243,S030,3,66,3,70,No
RD01459,T0244,S043,12,0,29,70,No
RD01460,T0244,S044,7,5,31,70,No
RD01461,T0244,S045,2,12,21,70,No
RD01462,T0244,S046,6,9,18,70,No
RD01463,T0244,S047,3,5,16,70,No
RD01464,T0244,S048,0,16,0,70,No
RD01465,T0245,S007,12,0,20,70,No
RD01466,T0245,S008,14,12,22,70,No
RD01467,T0245,S009,12,2,32,70,No
RD01468,T0245,S010,6,8,30,70,No
RD01469,T0245,S011,8,7,31,70,No
RD01470,T0245,S012,4,31,4,70,No
RD01471,T0246,S043,8,0,8,45,No
RD01472,T0246,S044,11,1,18,45,No
RD01473,T0246,S045,7,9,16,45,No
RD01474,T0246,S046,1,2,15,45,No
RD01475,T0246,S047,2,7,10,45,No
RD01476,T0246,S048,0,10,0,45,No
RD01477,T0247,S001,5,0,5,25,No
RD01478,T0247,S002,11,5,11,25,No
RD01479,T0247,S003,7,2,16,25,No
RD01480,T0247,S004,3,3,16,25,No
RD01481,T0247,S005,5,5,16,25,No
RD01482,T0247,S006,3,16,3,25,No
RD01483,T0248,S013,12,0,17,70,No
RD01484,T0248,S014,32,11,38,70,No
RD01485,T0248,S015,20,1,57,70,No
RD01486,T0248,S016,16,0,73,70,Yes
RD01487,T0248,S017,7,8,72,70,Yes
RD01488,T0248,S018,4,72,4,70,No
RD01489,T0249,S007,15,0,18,25,No
RD01490,T0249,S008,5,1,26,25,Yes
RD01491,T0249,S009,11,1,36,25,Yes
RD01492,T0249,S010,8,3,41,25,Yes
RD01493,T0249,S011,1,5,45,25,Yes
RD01494,T0249,S012,2,45,2,25,No
RD01495,T0250,S013,31,0,39,70,No
RD01496,T0250,S014,30,14,58,70,No
RD01497,T0250,S015,12,14,56,70,No
RD01498,T0250,S016,32,0,88,70,Yes
RD01499,T0250,S017,16,1,103,70,Yes
RD01500,T0250,S018,4,103,4,70,No
RD01501,T0251,S037,6,0,9,25,No
RD01502,T0251,S038,4,2,11,25,No
RD01503,T0251,S039,4,2,13,25,No
RD01504,T0251,S040,7,5,15,25,No
RD01505,T0251,S041,4,3,28,25,Yes
RD01506,T0251,S042,3,28,12,25,No
RD01507,T0252,S007,23,0,27,70,No
RD01508,T0252,S008,12,7,32,70,No
RD01509,T0252,S009,30,2,60,70,No
RD01510,T0252,S010,23,10,73,70,Yes
RD01511,T0252,S011,22,3,92,70,Yes
RD01512,T0252,S012,4,92,9,70,No
RD01513,T0253,S025,39,0,42,70,No
RD01514,T0253,S026,22,2,62,70,No
RD01515,T0253,S027,11,4,69,70,No
RD01516,T0253,S028,11,10,70,70,No
RD01517,T0253,S029,15,8,77,70,Yes
RD01518,T0253,S030,4,77,4,70,No
RD01519,T0254,S013,19,0,25,70,No
RD01520,T0254,S014,15,7,33,70,No
RD01521,T0254,S015,1,4,30,70,No
RD01522,T0254,S016,14,11,33,70,No
RD01523,T0254,S017,8,11,30,70,No
RD01524,T0254,S018,1,30,1,70,No
RD01525,T0255,S037,19,0,24,45,No
RD01526,T0255,S038,5,9,20,45,No
RD01527,T0255,S039,14,0,34,45,No
RD01528,T0255,S040,16,0,50,45,Yes
RD01529,T0255,S041,2,8,44,45,No
RD01530,T0255,S042,3,44,3,45,No
RD01531,T0256,S031,9,0,20,45,No
RD01532,T0256,S032,3,3,20,45,No
RD01533,T0256,S033,14,0,34,45,No
RD01534,T0256,S034,12,2,44,45,No
RD01535,T0256,S035,1,1,44,45,No
RD01536,T0256,S036,2,44,2,45,No
RD01537,T0257,S007,23,0,37,70,No
RD01538,T0257,S008,1,9,29,70,No
RD01539,T0257,S009,15,7,37,70,No
RD01540,T0257,S010,5,12,30,70,No
RD01541,T0257,S011,13,13,30,70,No
RD01542,T0257,S012,1,30,1,70,No
RD01543,T0258,S019,20,0,31,70,No
RD01544,T0258,S020,1,7,25,70,No
RD01545,T0258,S021,3,13,15,70,No
RD01546,T0258,S022,11,6,20,70,No
RD01547,T0258,S023,2,8,14,70,No
RD01548,T0258,S024,2,14,2,70,No
RD01549,T0259,S013,14,0,20,45,No
RD01550,T0259,S014,18,9,29,45,No
RD01551,T0259,S015,3,3,29,45,No
RD01552,T0259,S016,2,5,26,45,No
RD01553,T0259,S017,2,5,23,45,No
RD01554,T0259,S018,2,23,2,45,No
RD01555,T0260,S001,8,0,8,25,No
RD01556,T0260,S002,9,5,12,25,No
RD01557,T0260,S003,4,4,12,25,No
RD01558,T0260,S004,4,2,14,25,No
RD01559,T0260,S005,8,5,17,25,No
RD01560,T0260,S006,4,17,4,25,No
RD01561,T0261,S013,24,0,30,70,No
RD01562,T0261,S014,18,14,34,70,No
RD01563,T0261,S015,18,6,54,70,No
RD01564,T0261,S016,29,5,78,70,Yes
RD01565,T0261,S017,8,8,78,70,Yes
RD01566,T0261,S018,4,78,4,70,No
RD01567,T0262,S013,15,0,23,45,No
RD01568,T0262,S014,3,5,21,45,No
RD01569,T0262,S015,3,7,17,45,No
RD01570,T0262,S016,10,2,25,45,No
RD01571,T0262,S017,4,1,28,45,No
RD01572,T0262,S018,0,28,0,45,No
RD01573,T0263,S019,5,0,8,25,No
RD01574,T0263,S020,11,4,24,25,No
RD01575,T0263,S021,9,5,28,25,Yes
RD01576,T0263,S022,6,3,31,25,Yes
RD01577,T0263,S023,11,5,43,25,Yes
RD01578,T0263,S024,0,43,6,25,No
RD01579,T0264,S019,26,0,34,45,No
RD01580,T0264,S020,11,9,36,45,No
RD01581,T0264,S021,16,5,47,45,Yes
RD01582,T0264,S022,18,8,57,45,Yes
RD01583,T0264,S023,19,4,72,45,Yes
RD01584,T0264,S024,2,72,2,45,No
RD01585,T0265,S031,4,0,6,25,No
RD01586,T0265,S032,3,3,6,25,No
RD01587,T0265,S033,1,2,5,25,No
RD01588,T0265,S034,3,1,7,25,No
RD01589,T0265,S035,4,2,9,25,No
RD01590,T0265,S036,1,9,1,25,No
RD01591,T0266,S037,11,0,20,45,No
RD01592,T0266,S038,6,4,22,45,No
RD01593,T0266,S039,6,2,26,45,No
RD01594,T0266,S040,11,0,37,45,No
RD01595,T0266,S041,9,7,39,45,No
RD01596,T0266,S042,1,39,1,45,No
RD01597,T0267,S013,13,0,13,25,No
RD01598,T0267,S014,3,2,14,25,No
RD01599,T0267,S015,3,4,13,25,No
RD01600,T0267,S016,1,0,14,25,No
RD01601,T0267,S017,3,3,14,25,No
RD01602,T0267,S018,2,14,2,25,No
RD01603,T0268,S007,14,0,25,45,No
RD01604,T0268,S008,6,8,23,45,No
RD01605,T0268,S009,8,4,27,45,No
RD01606,T0268,S010,10,4,33,45,No
RD01607,T0268,S011,10,2,41,45,No
RD01608,T0268,S012,3,41,3,45,No
RD01609,T0269,S025,14,0,16,25,No
RD01610,T0269,S026,1,3,14,25,No
RD01611,T0269,S027,2,4,12,25,No
RD01612,T0269,S028,10,3,19,25,No
RD01613,T0269,S029,6,3,22,25,No
RD01614,T0269,S030,0,22,0,25,No
RD01615,T0270,S037,12,0,13,25,No
RD01616,T0270,S038,4,2,26,25,Yes
RD01617,T0270,S039,11,3,34,25,Yes
RD01618,T0270,S040,9,0,43,25,Yes
RD01619,T0270,S041,6,3,46,25,Yes
RD01620,T0270,S042,4,46,4,25,No
RD01621,T0271,S031,8,0,13,25,No
RD01622,T0271,S032,7,5,15,25,No
RD01623,T0271,S033,1,2,14,25,No
RD01624,T0271,S034,5,2,17,25,No
RD01625,T0271,S035,2,4,15,25,No
RD01626,T0271,S036,3,15,3,25,No
RD01627,T0272,S007,38,0,51,70,No
RD01628,T0272,S008,28,12,67,70,No
RD01629,T0272,S009,9,6,70,70,No
RD01630,T0272,S010,6,9,67,70,No
RD01631,T0272,S011,31,4,94,70,Yes
RD01632,T0272,S012,4,94,4,70,No
RD01633,T0273,S031,34,0,36,70,No
RD01634,T0273,S032,18,6,48,70,No
RD01635,T0273,S033,30,8,70,70,No
RD01636,T0273,S034,9,12,67,70,No
RD01637,T0273,S035,25,13,79,70,Yes
RD01638,T0273,S036,3,79,10,70,No
RD01639,T0274,S013,7,0,13,25,No
RD01640,T0274,S014,4,2,15,25,No
RD01641,T0274,S015,6,4,17,25,No
RD01642,T0274,S016,2,3,16,25,No
RD01643,T0274,S017,1,0,17,25,No
RD01644,T0274,S018,1,17,1,25,No
RD01645,T0275,S001,7,0,9,25,No
RD01646,T0275,S002,8,5,12,25,No
RD01647,T0275,S003,5,5,12,25,No
RD01648,T0275,S004,11,3,20,25,No
RD01649,T0275,S005,5,0,25,25,No
RD01650,T0275,S006,0,25,0,25,No
RD01651,T0276,S037,12,0,14,25,No
RD01652,T0276,S038,5,3,16,25,No
RD01653,T0276,S039,2,3,15,25,No
RD01654,T0276,S040,10,5,27,25,Yes
RD01655,T0276,S041,10,1,44,25,Yes
RD01656,T0276,S042,3,44,3,25,No
RD01657,T0277,S007,15,0,19,70,No
RD01658,T0277,S008,2,2,19,70,No
RD01659,T0277,S009,12,4,27,70,No
RD01660,T0277,S010,12,6,33,70,No
RD01661,T0277,S011,10,0,43,70,No
RD01662,T0277,S012,2,43,2,70,No
RD01663,T0278,S043,14,0,30,70,No
RD01664,T0278,S044,12,12,30,70,No
RD01665,T0278,S045,11,9,32,70,No
RD01666,T0278,S046,21,13,40,70,No
RD01667,T0278,S047,20,10,50,70,No
RD01668,T0278,S048,2,50,2,70,No
RD01669,T0279,S019,17,0,26,45,No
RD01670,T0279,S020,5,0,31,45,No
RD01671,T0279,S021,16,5,42,45,No
RD01672,T0279,S022,4,2,44,45,No
RD01673,T0279,S023,8,8,44,45,No
RD01674,T0279,S024,4,44,4,45,No
RD01675,T0280,S037,23,0,31,45,No
RD01676,T0280,S038,14,1,44,45,No
RD01677,T0280,S039,4,1,47,45,Yes
RD01678,T0280,S040,16,0,63,45,Yes
RD01679,T0280,S041,5,5,63,45,Yes
RD01680,T0280,S042,4,63,4,45,No
RD01681,T0281,S031,4,0,6,25,No
RD01682,T0281,S032,3,5,4,25,No
RD01683,T0281,S033,6,0,10,25,No
RD01684,T0281,S034,2,0,12,25,No
RD01685,T0281,S035,6,1,17,25,No
RD01686,T0281,S036,1,17,1,25,No
RD01687,T0282,S043,14,0,21,70,No
RD01688,T0282,S044,7,2,26,70,No
RD01689,T0282,S045,3,2,27,70,No
RD01690,T0282,S046,4,6,25,70,No
RD01691,T0282,S047,1,1,25,70,No
RD01692,T0282,S048,3,25,3,70,No
RD01693,T0283,S025,7,0,13,45,No
RD01694,T0283,S026,17,0,30,45,No
RD01695,T0283,S027,4,7,27,45,No
RD01696,T0283,S028,3,0,30,45,No
RD01697,T0283,S029,4,0,34,45,No
RD01698,T0283,S030,4,34,4,45,No
RD01699,T0284,S007,5,0,6,25,No
RD01700,T0284,S008,2,0,8,25,No
RD01701,T0284,S009,5,5,8,25,No
RD01702,T0284,S010,6,2,12,25,No
RD01703,T0284,S011,10,4,18,25,No
RD01704,T0284,S012,4,18,16,25,No
RD01705,T0285,S013,23,0,23,70,No
RD01706,T0285,S014,11,4,30,70,No
RD01707,T0285,S015,1,8,23,70,No
RD01708,T0285,S016,14,1,36,70,No
RD01709,T0285,S017,31,13,54,70,No
RD01710,T0285,S018,4,54,4,70,No
RD01711,T0286,S043,9,0,19,45,No
RD01712,T0286,S044,13,5,27,45,No
RD01713,T0286,S045,8,8,27,45,No
RD01714,T0286,S046,4,5,26,45,No
RD01715,T0286,S047,5,8,23,45,No
RD01716,T0286,S048,2,23,2,45,No
RD01717,T0287,S007,6,0,14,45,No
RD01718,T0287,S008,6,1,19,45,No
RD01719,T0287,S009,2,7,14,45,No
RD01720,T0287,S010,5,6,13,45,No
RD01721,T0287,S011,10,7,16,45,No
RD01722,T0287,S012,2,16,2,45,No
RD01723,T0288,S019,13,0,27,70,No
RD01724,T0288,S020,14,8,33,70,No
RD01725,T0288,S021,14,4,43,70,No
RD01726,T0288,S022,3,3,43,70,No
RD01727,T0288,S023,16,14,45,70,No
RD01728,T0288,S024,2,45,2,70,No
RD01729,T0289,S037,6,0,8,45,No
RD01730,T0289,S038,11,7,12,45,No
RD01731,T0289,S039,7,1,18,45,No
RD01732,T0289,S040,9,7,20,45,No
RD01733,T0289,S041,2,1,21,45,No
RD01734,T0289,S042,1,21,1,45,No
RD01735,T0290,S031,9,0,12,25,No
RD01736,T0290,S032,3,0,21,25,No
RD01737,T0290,S033,4,2,23,25,No
RD01738,T0290,S034,2,3,22,25,No
RD01739,T0290,S035,8,3,27,25,Yes
RD01740,T0290,S036,4,27,4,25,No
RD01741,T0291,S031,32,0,44,70,No
RD01742,T0291,S032,26,9,61,70,No
RD01743,T0291,S033,18,8,71,70,Yes
RD01744,T0291,S034,7,7,71,70,Yes
RD01745,T0291,S035,32,7,96,70,Yes
RD01746,T0291,S036,1,96,4,70,No
RD01747,T0292,S037,17,0,19,70,No
RD01748,T0292,S038,1,10,10,70,No
RD01749,T0292,S039,13,2,21,70,No
RD01750,T0292,S040,11,9,23,70,No
RD01751,T0292,S041,10,2,31,70,No
RD01752,T0292,S042,4,31,4,70,No
RD01753,T0293,S031,14,0,17,70,No
RD01754,T0293,S032,32,8,41,70,No
RD01755,T0293,S033,19,3,57,70,No
RD01756,T0293,S034,33,7,83,70,Yes
RD01757,T0293,S035,2,5,80,70,Yes
RD01758,T0293,S036,0,80,0,70,No
RD01759,T0294,S013,9,0,9,25,No
RD01760,T0294,S014,8,3,14,25,No
RD01761,T0294,S015,3,0,17,25,No
RD01762,T0294,S016,3,2,18,25,No
RD01763,T0294,S017,5,1,22,25,No
RD01764,T0294,S018,3,22,3,25,No
RD01765,T0295,S031,13,0,17,25,No
RD01766,T0295,S032,11,4,24,25,No
RD01767,T0295,S033,8,3,29,25,Yes
RD01768,T0295,S034,9,1,44,25,Yes
RD01769,T0295,S035,10,3,51,25,Yes
RD01770,T0295,S036,4,51,4,25,No
RD01771,T0296,S043,30,0,51,70,No
RD01772,T0296,S044,9,0,60,70,No
RD01773,T0296,S045,2,5,57,70,No
RD01774,T0296,S046,22,10,69,70,No
RD01775,T0296,S047,23,6,86,70,Yes
RD01776,T0296,S048,3,86,3,70,No
RD01777,T0297,S037,13,0,20,70,No
RD01778,T0297,S038,10,3,27,70,No
RD01779,T0297,S039,3,9,21,70,No
RD01780,T0297,S040,3,14,10,70,No
RD01781,T0297,S041,4,4,10,70,No
RD01782,T0297,S042,2,10,2,70,No
RD01783,T0298,S031,3,0,4,25,No
RD01784,T0298,S032,8,0,12,25,No
RD01785,T0298,S033,10,3,19,25,No
RD01786,T0298,S034,5,3,31,25,Yes
RD01787,T0298,S035,1,4,28,25,Yes
RD01788,T0298,S036,3,28,3,25,No
RD01789,T0299,S001,24,0,29,45,No
RD01790,T0299,S002,4,7,26,45,No
RD01791,T0299,S003,11,3,34,45,No
RD01792,T0299,S004,6,5,35,45,No
RD01793,T0299,S005,14,5,44,45,No
RD01794,T0299,S006,0,44,0,45,No
RD01795,T0300,S031,13,0,30,70,No
RD01796,T0300,S032,9,4,35,70,No
RD01797,T0300,S033,10,0,45,70,No
RD01798,T0300,S034,13,9,49,70,No
RD01799,T0300,S035,8,12,45,70,No
RD01800,T0300,S036,4,45,4,70,No
RD01801,T0301,S013,3,0,8,25,No
RD01802,T0301,S014,5,5,8,25,No
RD01803,T0301,S015,5,0,13,25,No
RD01804,T0301,S016,3,2,14,25,No
RD01805,T0301,S017,5,0,19,25,No
RD01806,T0301,S018,4,19,4,25,No
RD01807,T0302,S013,6,0,9,25,No
RD01808,T0302,S014,3,1,11,25,No
RD01809,T0302,S015,6,0,17,25,No
RD01810,T0302,S016,5,2,20,25,No
RD01811,T0302,S017,4,2,22,25,No
RD01812,T0302,S018,4,22,4,25,No
RD01813,T0303,S025,6,0,8,25,No
RD01814,T0303,S026,10,2,16,25,No
RD01815,T0303,S027,9,5,20,25,No
RD01816,T0303,S028,11,0,31,25,Yes
RD01817,T0303,S029,10,1,40,25,Yes
RD01818,T0303,S030,3,40,3,25,No
RD01819,T0304,S007,37,0,54,70,No
RD01820,T0304,S008,4,11,47,70,No
RD01821,T0304,S009,30,5,72,70,Yes
RD01822,T0304,S010,20,2,90,70,Yes
RD01823,T0304,S011,21,6,105,70,Yes
RD01824,T0304,S012,0,105,0,70,No
RD01825,T0305,S019,27,0,40,70,No
RD01826,T0305,S020,11,10,41,70,No
RD01827,T0305,S021,16,9,48,70,No
RD01828,T0305,S022,10,1,57,70,No
RD01829,T0305,S023,20,3,74,70,Yes
RD01830,T0305,S024,4,74,4,70,No
RD01831,T0306,S007,13,0,16,25,No
RD01832,T0306,S008,3,1,18,25,No
RD01833,T0306,S009,5,0,23,25,No
RD01834,T0306,S010,11,2,32,25,Yes
RD01835,T0306,S011,1,5,28,25,Yes
RD01836,T0306,S012,3,28,3,25,No
RD01837,T0307,S007,23,0,24,70,No
RD01838,T0307,S008,3,14,13,70,No
RD01839,T0307,S009,10,5,18,70,No
RD01840,T0307,S010,3,13,8,70,No
RD01841,T0307,S011,12,6,14,70,No
RD01842,T0307,S012,0,14,0,70,No
RD01843,T0308,S025,10,0,16,45,No
RD01844,T0308,S026,17,9,24,45,No
RD01845,T0308,S027,19,8,35,45,No
RD01846,T0308,S028,9,8,36,45,No
RD01847,T0308,S029,8,1,43,45,No
RD01848,T0308,S030,2,43,2,45,No
RD01849,T0309,S013,22,0,34,70,No
RD01850,T0309,S014,8,11,31,70,No
RD01851,T0309,S015,14,14,31,70,No
RD01852,T0309,S016,5,3,33,70,No
RD01853,T0309,S017,6,1,38,70,No
RD01854,T0309,S018,1,38,1,70,No
RD01855,T0310,S019,38,0,46,70,No
RD01856,T0310,S020,4,13,37,70,No
RD01857,T0310,S021,8,5,40,70,No
RD01858,T0310,S022,31,6,65,70,No
RD01859,T0310,S023,10,4,71,70,Yes
RD01860,T0310,S024,2,71,2,70,No
RD01861,T0311,S031,8,0,8,25,No
RD01862,T0311,S032,1,4,5,25,No
RD01863,T0311,S033,6,5,6,25,No
RD01864,T0311,S034,6,0,12,25,No
RD01865,T0311,S035,2,5,9,25,No
RD01866,T0311,S036,2,9,2,25,No
RD01867,T0312,S025,18,0,26,45,No
RD01868,T0312,S026,4,5,25,45,No
RD01869,T0312,S027,15,3,37,45,No
