ridership_id,trip_id,station_id,boardings,alightings
11089,4593,211,49,1
11090,3684,158,40,23
11091,5512,187,,13
11092,1840,88,3,1
11093,3638,99,25,765
11094,2568,84,3,13
11095,2296,174,28,49
11096,54,108,33,41
11097,5086,127,12,49
11098,3835,64,27,28
11099,1221,64,,5
11100,5515,31,45,1
11101,2895,214,60,36
11102,5428,27,15,1
11103,83,216,31,778
11104,638,97,12,18
11105,679,6,48,895
11106,3789,196,10,60
11107,2708,166,28,50
11108,1413,111,5,54
11109,4355,183,19,49
11110,3171,29,44,10
11111,1558,90,35,22
11112,5383,38,18,12
11113,1253,37,33,58
11114,4175,85,28,24
11115,1381,170,55,13
11116,1943,148,5,26
11117,2048,191,-5,51
11118,4369,170,46,60
11119,2814,82,50,48
11120,3203,132,60,28
11121,5141,14,,34
11122,5702,213,13,22
11123,3929,201,9,50
11124,5141,154,,9
11125,2830,79,5,15
11126,1410,140,11,39
11127,3593,22,25,59
11128,906,161,25,39
11129,5268,141,59,3
11130,3364,134,16,4
11131,625,207,55,584
11132,5155,14,55,54
11133,517,44,9,55
11134,1121,91,34,56
11135,4024,197,9,15
11136,2552,132,55,56
11137,4678,178,56,14
11138,3349,147,-3,32
11139,1368,87,2,36
11140,3061,170,58,46
11141,5404,144,49,5
11142,5707,69,11,51
11143,2494,202,5,20
11144,187,146,38,23
11145,1004,16,48,17
11146,40,88,39,34
11147,1344,104,7,652
11148,2380,187,58,31
11149,3380,172,44,51
11150,5759,209,18,36
11151,1636,76,0,22
11152,1893,209,49,49
11153,4100,26,53,38
11154,5551,197,58,42
11155,2578,208,16,44
11156,1377,57,20,23
11157,4932,120,8,37
11158,2991,1,22,52
11159,1205,72,-8,6
11160,5265,23,-10,19
11161,4621,44,11,39
11162,5509,50,18,26
11163,4889,116,10,23
11164,2414,142,14,22
11165,3038,184,38,37
11166,1532,111,13,19
11167,3070,208,57,52
11168,65,13,9,15
11169,250,156,46,41
11170,1299,153,58,24
11171,4413,41,34,25
11172,4693,130,8,56
11173,5111,7,17,2
11174,436,146,40,19
11175,1794,205,-3,7
11176,1914,184,59,48
11177,868,201,,12
11178,904,204,4,15
11179,1983,64,38,34
11180,4218,77,37,26
11181,4347,104,30,12
11182,2260,189,32,7
11183,5610,62,57,36
11184,707,47,10,57
11185,4914,4,16,12
11186,5388,103,2,58
11187,4679,15,17,48
11188,5748,78,44,46
11189,5935,193,57,42
11190,5051,67,19,8
11191,5863,20,0,26
11192,5042,157,40,2
11193,1711,163,55,2
11194,3358,199,56,50
11195,2773,25,40,35
11196,271,66,1,43
11197,2270,110,16,48
11198,3283,59,34,36
11199,1242,37,33,533
11200,2522,187,16,47
11201,3976,147,2,44
11202,5392,87,40,31
11203,1797,84,32,3
11204,2206,29,27,15
11205,4934,184,10,57
11206,2927,10,48,0
11207,5525,145,53,10
11208,1554,157,41,1
11209,122,84,58,1
11210,5815,124,45,45
11211,4126,161,60,48
11212,3651,158,53,48
11213,4653,15,12,43
11214,268,62,56,37
11215,2930,200,41,42
11216,4186,27,49,13
11217,5655,26,53,8
11218,189,157,37,45
11219,4823,83,56,29
11220,536,53,16,7
11221,4882,7,27,7
11222,4648,26,53,45
11223,2728,55,,4
11224,4091,8,29,25
11225,3094,124,0,11
11226,4333,160,7,54
11227,861,121,30,15
11228,1296,102,34,41
11229,5271,127,34,48
11230,495,202,22,47
11231,4861,75,4,26
11232,5653,142,51,27
11233,604,129,22,23
11234,2600,107,29,24
11235,4422,113,39,42
11236,2633,190,19,59
11237,664,109,42,47
11238,4884,24,5,58
11239,2364,6,40,58
11240,2491,36,27,53
11241,5097,106,42,60
11242,3532,146,60,57
11243,4230,110,39,50
11244,84,14,29,35
11245,976,103,52,0
11246,1997,127,37,55
11247,3474,70,42,2
11248,4634,211,30,2
11249,1925,79,6,0
11250,827,19,23,22
11251,5224,124,3,4
11252,101,176,42,30
11253,5018,6,32,11
11254,2838,97,0,43
11255,5088,75,58,14
11256,202,31,60,12
11257,1238,203,52,50
11258,1612,146,49,40
11259,2847,70,3,15
11260,671,60,54,12
11261,2134,65,31,10
11262,4523,19,8,50
11263,3195,167,45,52
11264,5247,213,50,44
11265,3030,22,20,42
11266,4646,98,3,43
11267,508,115,45,27
11268,3973,24,9,17
11269,5988,189,25,41
11270,4604,57,16,33
11271,4857,117,21,6
11272,4009,153,,53
11273,2570,216,32,14
11274,5254,150,30,40
11275,432,112,59,14
11276,483,19,28,53
11277,4259,162,9,52
11278,336,158,21,39
11279,4538,63,56,45
11280,1912,46,34,21
11281,5737,97,52,35
11282,2145,82,7,4
11283,5711,20,44,3
11284,3146,89,5,20
11285,1776,132,9,59
11286,1351,107,9,39
11287,3105,196,21,32
11288,2249,185,56,39
11289,3167,217,3,21
11290,273,185,58,19
11291,1160,82,9,24
11292,3824,175,38,4
11293,4143,129,23,5
11294,3287,148,18,652
11295,4217,120,56,4
11296,1128,153,39,5
11297,4373,2,57,49
11298,3214,108,6,59
11299,2929,181,-7,47
11300,864,134,28,541
11301,1761,106,20,4
11302,69,17,26,12
11303,3227,155,6,15
11304,5289,115,11,54
11305,2720,152,35,52
11306,4454,70,11,51
11307,1407,34,32,57
11308,4339,82,13,49
11309,2060,210,6,16
11310,776,164,58,51
11311,1464,102,56,55
11312,1905,103,12,57
11313,874,91,,5
11314,5816,68,41,514
11315,2385,83,14,518
11316,1399,83,39,2
11317,3048,76,44,50
11318,4893,23,29,6
11319,2826,145,20,4
11320,4158,72,26,52
11321,846,122,9,32
11322,701,37,28,7
11323,4928,39,31,10
11324,704,155,52,34
11325,4410,216,12,52
11326,1730,15,27,23
11327,5377,159,59,51
11328,3253,18,15,22
11329,5788,36,0,44
11330,1058,216,28,39
11331,5397,126,29,60
11332,278,23,52,11
11333,4515,89,49,46
11334,2805,177,4,28
11335,4839,70,34,35
11336,4509,64,14,45
11337,753,145,32,36
11338,2015,93,19,2
11339,5551,83,41,25
11340,172,190,56,674
11341,3248,79,57,13
11342,4974,3,3,32
11343,2760,3,51,36
11344,4092,176,11,31
11345,26,196,49,27
11346,5458,106,10,9
11347,1446,197,-4,21
11348,4170,101,20,55
11349,1060,51,20,35
11350,5670,68,9,3
11351,765,135,17,18
11352,3534,183,48,10
11353,363,69,54,52
11354,2762,188,31,40
11355,3837,48,28,12
11356,1985,172,54,39
11357,5823,23,6,41
11358,4178,199,49,60
11359,1309,171,37,14
11360,4446,10,29,17
11361,2813,197,41,29
11362,4982,12,14,59
11363,689,169,27,21
11364,1003,211,20,56
11365,5247,218,29,15
11366,3596,97,4,3
11367,1130,203,28,29
11368,4564,184,44,31
11369,5163,85,41,47
11370,4005,61,9,18
11371,3015,170,30,48
11372,292,90,1,56
11373,741,25,38,8
11374,5898,200,23,32
11375,5421,197,13,25
11376,1382,85,49,4
11377,395,164,9,17
11378,2894,168,46,23
11379,1209,97,56,29
11380,3566,146,43,58
11381,2339,78,12,11
11382,1323,142,12,28
11383,609,51,0,11
11384,1721,48,8,655
11385,4484,74,0,639
11386,2911,56,19,18
11387,1516,211,10,31
11388,4952,216,8,32
11389,1258,124,11,17
11390,1618,68,29,28
11391,173,68,55,58
11392,5775,68,18,15
11393,4006,99,58,51
11394,4527,210,9,21
11395,4680,155,19,51
11396,4579,42,47,50
11397,2862,148,24,23
11398,4517,127,27,49
11399,5173,192,60,48
11400,4735,65,6,15
11401,26,130,51,48
11402,3594,24,3,27
11403,2751,197,38,41
11404,4619,55,48,6
11405,5501,218,16,47
11406,2266,214,48,56
11407,2355,149,20,54
11408,5739,99,42,42
11409,3293,179,26,0
11410,230,127,27,41
11411,4304,81,5,57
11412,489,149,26,7
11413,1154,118,46,14
11414,4275,215,21,52
11415,4908,197,42,19
11416,2446,20,49,35
11417,2444,43,27,20
11418,4762,164,20,14
11419,330,95,30,56
11420,2227,159,18,5
11421,3782,79,17,38
11422,5457,4,11,9
11423,4886,85,4,47
11424,3055,170,35,38
11425,3081,132,5,4
11426,2585,91,0,53
11427,4277,156,7,19
11428,4295,113,27,38
11429,3041,120,17,35
11430,245,16,19,46
11431,3489,198,36,2
11432,109,183,9,24
11433,5968,132,9,10
11434,128,188,50,38
11435,1946,80,8,49
11436,2204,155,28,32
11437,2630,44,10,32
11438,3037,87,4,20
11439,5221,77,39,39
11440,4010,36,37,38
11441,5951,177,53,58
11442,283,70,13,2
11443,471,74,8,53
11444,1888,192,55,31
11445,4914,164,48,47
11446,1500,147,60,32
11447,5144,133,58,23
11448,2800,118,26,1
11449,5393,219,50,20
11450,4882,196,57,36
11451,5827,51,47,39
11452,4661,173,5,34
11453,5123,167,42,6
11454,335,89,17,32
11455,2059,106,46,22
11456,4756,21,44,53
11457,1599,93,33,3
11458,1617,13,28,24
11459,1121,174,52,0
11460,2057,35,25,1
11461,2282,71,8,45
11462,3962,184,14,48
11463,2307,158,24,9
11464,2148,64,45,51
11465,4585,212,46,19
11466,279,114,1,4
11467,5738,78,8,51
11468,2657,186,20,656
11469,5705,190,1,23
11470,5805,29,3,52
11471,3535,34,2,32
11472,270,40,0,7
11473,420,66,5,9
11474,4178,130,58,26
11475,2392,153,-3,25
11476,2567,12,39,10
11477,256,32,6,39
11478,2664,87,10,25
11479,1145,133,49,44
11480,330,33,45,24
11481,1059,96,36,8
11482,4756,126,56,25
11483,2059,12,11,28
11484,5664,55,49,0
11485,91,13,32,42
11486,4778,214,22,9
11487,2138,10,55,0
11488,1731,94,42,57
11489,919,198,42,46
11490,5271,200,56,39
11491,2591,127,24,60
11492,4622,77,28,32
11493,3719,159,9,24
11494,5466,187,37,40
11495,3320,167,49,44
11496,3364,178,42,16
11497,3220,172,40,13
11498,3526,58,42,45
11499,4202,139,8,38
11500,4125,211,41,55
11501,3131,140,44,52
11502,3035,134,40,19
11503,2611,23,25,27
11504,3491,58,21,28
11505,2428,178,32,48
11506,1418,77,1,52
11507,2177,202,7,26
11508,1615,198,12,7
11509,1457,30,42,45
11510,3829,46,41,15
11511,265,49,,28
11512,2671,86,-8,17
11513,2424,24,57,59
11514,2049,58,9,0
11515,2720,136,37,40
11516,5889,192,30,39
11517,5288,67,41,9
11518,5542,112,6,43
11519,3108,167,29,26
11520,2514,161,57,33
11521,4408,84,43,9
11522,2577,132,0,13
11523,782,39,1,7
11524,1380,191,30,47
11525,4200,87,23,49
11526,3313,83,40,10
11527,720,122,59,31
11528,4516,215,1,0
11529,922,15,20,36
11530,1738,155,1,51
11531,3095,80,51,45
11532,4092,171,51,1
11533,677,78,36,11
11534,5132,195,39,3
11535,4205,49,17,0
11536,3784,118,42,8
11537,109,34,,51
11538,4478,87,,13
11539,3524,177,0,55
11540,1614,131,40,9
11541,743,63,23,57
11542,4844,200,52,17
11543,738,176,41,57
11544,3962,37,29,17
11545,4964,50,14,51
11546,2821,111,52,4
11547,1623,219,7,7
11548,3120,166,38,51
11549,2955,78,57,38
11550,1764,118,35,3
11551,4542,88,58,21
11552,1933,68,7,47
11553,1507,96,14,7
11554,2179,8,41,11
11555,3694,60,36,13
11556,441,185,17,23
11557,5680,119,57,17
11558,1032,158,60,51
11559,169,188,42,45
11560,3934,145,48,1
11561,2123,40,20,50
11562,681,122,40,1
11563,4042,119,57,31
11564,806,212,40,54
11565,5586,118,42,32
11566,4031,186,9,34
11567,4166,40,49,24
11568,390,220,40,13
11569,1402,54,23,55
11570,1890,112,26,10
11571,5061,97,31,7
11572,1724,38,49,13
11573,1618,2,9,4
11574,4665,90,11,9
11575,4855,161,53,14
11576,2773,153,45,42
11577,288,92,44,5
11578,2746,11,41,30
11579,4645,124,50,8
11580,830,13,46,35
11581,4572,178,-9,28
11582,4917,144,,3
11583,404,57,33,35
11584,5013,26,6,47
11585,1054,9,14,702
11586,239,49,14,31
11587,3282,19,10,25
11588,15,116,8,50
11589,495,121,38,15
11590,2394,203,52,27
11591,4973,1,40,37
11592,1281,56,5,36
11593,3627,149,46,53
11594,5978,173,32,59
11595,2217,69,-8,25
11596,4712,21,56,38
11597,4803,44,13,21
11598,5883,170,10,3
11599,1724,171,50,3
11600,4732,193,36,31
11601,279,85,,49
11602,2436,72,14,0
11603,550,161,56,27
11604,2828,27,8,43
11605,3885,81,15,60
11606,2903,195,43,18
11607,1374,191,15,27
11608,1724,197,30,22
11609,2170,156,6,8
11610,1469,99,50,52
11611,2502,146,5,17
11612,2738,220,39,25
11613,5042,76,53,25
11614,4367,87,16,46
11615,1827,211,39,35
11616,1984,167,0,5
11617,975,46,30,59
11618,2442,47,24,8
11619,652,17,52,20
11620,161,115,7,26
11621,1039,53,9,49
11622,3986,29,5,17
11623,3805,82,13,2
11624,2578,200,31,3
11625,3672,189,2,53
11626,2007,211,42,892
11627,3628,214,45,25
11628,5082,169,58,36
11629,4192,33,17,49
11630,66,72,58,9
11631,1845,33,16,10
11632,338,155,21,17
11633,4162,206,58,18
11634,4904,120,38,44
11635,3210,76,8,26
11636,1874,183,13,7
11637,2923,107,52,11
11638,1420,162,29,17
11639,5952,177,19,0
11640,3021,26,27,58
11641,1055,192,38,29
11642,1243,157,4,25
11643,3447,151,14,59
11644,4714,213,26,5
11645,2529,102,16,35
11646,5849,216,,11
11647,5402,151,54,21
11648,1225,16,31,21
11649,2178,201,40,49
11650,2254,137,43,12
11651,5493,219,29,5
11652,1723,195,3,12
11653,1559,174,7,31
11654,2277,208,32,6
11655,3345,118,16,14
11656,1195,32,47,34
11657,1246,90,36,54
11658,1825,76,42,31
11659,1563,166,6,30
11660,2409,179,54,5
11661,3483,168,16,29
11662,2773,189,24,1
11663,4972,28,21,29
11664,3012,71,6,23
11665,3514,31,42,16
11666,4582,47,14,17
11667,4483,44,3,39
11668,4119,109,8,9
11669,2669,218,14,54
11670,1472,39,7,14
11671,1278,182,35,26
11672,4042,178,37,42
11673,1791,43,20,36
11674,5202,151,24,3
11675,5801,63,55,49
11676,4049,92,34,23
11677,4968,63,19,16
11678,4223,12,49,56
11679,4882,66,43,0
11680,2993,19,28,29
11681,5729,28,31,4
11682,2320,210,32,37
11683,5993,82,3,23
11684,3156,33,59,15
11685,114,114,52,26
11686,3545,59,28,18
11687,154,98,32,53
11688,2665,146,27,16
11689,1131,208,4,21
11690,1200,74,34,39
11691,5878,101,20,17
11692,1760,153,58,32
11693,4625,150,30,43
11694,34,189,-1,59
11695,2304,102,,26
11696,5682,93,43,10
11697,3364,189,6,53
11698,1120,208,19,31
11699,178,85,10,0
11700,5815,7,46,36
11701,5078,166,5,46
11702,3692,190,56,0
11703,4609,59,20,18
11704,4991,28,45,582
11705,5834,23,54,7
11706,234,151,5,20
11707,4376,27,25,31
11708,4285,56,14,38
11709,3734,1,53,18
11710,4239,50,20,26
11711,1944,48,,30
11712,3324,18,51,51
11713,1226,130,32,51
11714,5977,127,21,56
11715,3837,110,55,51
11716,3862,90,59,42
11717,2179,64,28,59
11718,4071,182,50,51
11719,4666,87,8,21
11720,821,118,5,48
11721,976,107,33,17
11722,5717,86,36,35
11723,3097,56,58,59
11724,5677,150,18,41
11725,5030,11,20,44
11726,3808,94,50,49
11727,5518,209,41,17
11728,450,71,38,40
11729,978,196,4,45
11730,85,21,0,35
11731,4377,119,52,41
11732,4679,175,1,22
11733,2519,116,6,12
11734,4849,33,55,24
11735,3133,109,37,23
11736,5617,220,46,39
11737,5321,136,12,49
11738,35,49,37,17
11739,1813,181,6,49
11740,5128,85,52,17
11741,4060,12,31,22
11742,4632,161,51,31
11743,2538,16,3,60
11744,3322,125,16,46
11745,245,117,15,48
11746,4285,93,2,53
11747,3901,137,35,8
11748,2970,99,43,26
11749,4429,161,59,10
11750,2438,13,53,33
11751,5487,116,46,60
11752,3620,164,48,18
11753,310,97,19,31
11754,380,137,33,648
11755,4690,21,41,26
11756,3949,180,-3,60
11757,3927,179,58,23
11758,4071,151,16,56
11759,1171,190,,22
11760,319,200,49,38
11761,2186,172,13,24
11762,3509,191,0,52
11763,2764,72,50,52
11764,2160,183,43,11
11765,1737,112,0,26
11766,5729,152,16,12
11767,3633,35,37,43
11768,5634,170,14,10
11769,2704,34,36,44
11770,4699,102,5,47
11771,5131,10,60,32
11772,2195,140,47,45
11773,4186,36,27,17
11774,5416,188,-10,51
11775,2054,22,44,11
11776,2517,124,8,19
11777,1754,9,48,12
11778,4412,178,46,18
11779,4809,169,47,59
11780,343,130,36,59
11781,5242,192,27,55
11782,5816,76,31,55
11783,2726,80,43,30
11784,4750,147,25,7
11785,5662,175,43,53
11786,3578,153,23,30
11787,3862,32,14,1
11788,240,40,42,41
11789,4351,82,10,31
11790,5931,69,19,1
11791,4621,87,12,56
11792,5822,19,31,5
11793,991,142,32,8
11794,2031,31,28,9
11795,5921,18,13,8
11796,5305,199,48,34
11797,311,6,2,48
11798,2737,156,56,19
11799,4276,164,44,30
11800,2906,8,13,13
11801,3636,8,23,29
11802,1651,101,42,17
11803,2319,16,60,11
11804,4949,90,27,51
11805,40,160,17,32
11806,5774,165,25,5
11807,4567,15,9,33
11808,1782,145,32,34
11809,1584,122,30,54
11810,851,19,32,13
11811,5289,18,35,44
11812,700,180,30,20
11813,274,160,41,30
11814,5614,5,16,32
11815,3320,202,53,52
11816,4489,39,3,49
11817,581,33,48,38
11818,1137,85,2,26
11819,4806,143,41,54
11820,524,208,16,44
11821,2257,94,42,40
11822,5166,143,41,48
11823,1766,22,19,26
11824,3997,197,0,17
11825,641,207,6,23
11826,5784,108,37,21
11827,4997,35,49,5
11828,5661,28,43,8
11829,3220,65,42,33
11830,4553,13,28,34
11831,4913,160,,31
11832,3805,127,15,1
11833,1947,159,10,59
11834,1477,135,9,7
11835,53,36,7,55
11836,1231,51,17,43
11837,2497,32,29,45
11838,893,145,15,8
11839,1335,85,28,5
11840,4915,24,,22
11841,2509,28,38,29
11842,1845,34,1,13
11843,3929,30,53,18
11844,4284,117,2,53
11845,4337,184,16,49
11846,3883,163,46,58
11847,3332,171,29,27
11848,972,192,18,7
11849,5525,26,45,39
11850,5057,155,50,13
11851,5991,59,37,19
11852,5456,137,2,52
11853,405,91,1,58
11854,3585,30,23,53
11855,3314,54,24,34
11856,3526,133,33,42
11857,518,10,37,40
11858,4968,218,59,38
11859,1682,68,34,43
11860,389,71,23,0
11861,4033,55,8,47
11862,3248,51,3,22
11863,5611,92,47,37
11864,1063,219,59,13
11865,4753,200,6,60
11866,1310,170,41,34
11867,2757,212,34,57
11868,5607,196,27,0
11869,3178,195,57,42
11870,327,160,6,12
11871,4054,119,10,56
11872,1128,153,9,32
11873,448,76,22,14
11874,5773,207,43,9
11875,5685,136,8,52
11876,4441,95,51,43
11877,506,36,45,20
11878,5109,150,44,35
11879,4794,50,38,30
11880,839,195,1,34
11881,3584,77,5,29
11882,5709,141,20,43
11883,750,137,60,36
11884,2681,59,38,52
11885,2838,52,17,22
11886,4300,190,23,10
11887,3365,32,4,58
11888,476,185,23,22
11889,3788,189,36,47
11890,1514,44,58,60
11891,2261,27,15,9
11892,3391,177,58,10
11893,4259,138,38,47
11894,2602,30,39,22
11895,5872,71,22,44
11896,58,58,22,25
11897,5090,127,12,36
11898,3083,207,16,4
11899,3238,169,40,46
11900,3830,2,30,28
11901,4869,68,37,6
11902,409,49,8,23
11903,5353,98,24,12
11904,1448,21,26,49
11905,4247,122,1,36
11906,1234,181,27,26
11907,899,122,13,35
11908,1681,121,38,31
11909,197,201,58,51
11910,3952,19,42,22
11911,1785,38,,37
11912,4450,126,58,40
11913,3444,63,31,24
11914,3947,197,,10
11915,3277,13,2,11
11916,908,39,43,19
11917,635,104,41,18
11918,5296,117,39,60
11919,4266,138,10,16
11920,1974,34,12,40
11921,5150,67,53,34
11922,5594,130,30,46
11923,3071,37,51,0
11924,790,77,29,23
11925,5553,133,47,694
11926,699,121,19,31
11927,1957,189,25,50
11928,2332,125,7,32
11929,2332,72,39,39
11930,3135,76,29,9
11931,2018,210,46,27
11932,5885,206,54,43
11933,3202,2,54,21
11934,1455,49,12,33
11935,1133,82,6,26
11936,4788,32,55,14
11937,205,107,34,14
11938,5179,47,38,8
11939,2807,9,15,16
11940,1580,85,39,2
11941,371,101,29,5
11942,2615,41,55,23
11943,5763,182,49,35
11944,1490,29,55,31
11945,317,4,32,30
11946,4154,18,12,47
11947,4798,21,6,53
11948,925,200,34,56
11949,5258,203,29,38
11950,2490,16,23,41
11951,1147,126,14,17
11952,4934,157,57,33
11953,5808,160,35,37
11954,3647,216,46,37
11955,1458,173,3,35
11956,1481,69,48,60
11957,2723,203,0,58
11958,774,111,50,15
11959,3966,185,53,15
11960,4866,191,37,34
11961,5126,216,22,4
11962,5886,189,11,46
11963,1659,127,26,41
11964,4227,80,33,9
11965,4505,38,43,16
11966,508,179,17,54
11967,5401,115,5,53
11968,720,192,40,22
11969,1818,149,6,33
11970,5174,199,30,22
11971,4077,98,41,17
11972,1673,170,11,9
11973,1606,49,2,42
11974,2533,42,57,12
11975,4954,63,5,49
11976,2545,147,48,59
11977,433,108,36,19
11978,3337,52,56,29
11979,5430,55,27,27
11980,5902,183,7,47
11981,1421,189,35,10
11982,4824,111,15,33
11983,3092,154,28,6
11984,4961,21,29,56
11985,5490,75,52,5
11986,262,132,6,23
11987,568,167,14,520
11988,2727,142,40,37
11989,921,28,54,51
11990,2095,203,14,19
11991,5246,185,8,16
11992,2225,18,60,21
11993,1011,50,57,23
11994,3149,97,-4,36
11995,4167,118,21,27
11996,3432,31,53,52
11997,593,216,5,50
11998,4971,76,41,40
11999,41,76,47,2
12000,3923,36,55,19
12001,5025,200,53,31
12002,1243,131,35,56
12003,1623,63,35,4
12004,2864,78,39,34
12005,2900,106,11,29
12006,3886,116,42,29
12007,1611,44,4,40
12008,4319,191,24,28
12009,1680,181,28,9
12010,3539,176,33,12
12011,446,16,18,20
12012,3226,199,23,22
12013,5009,17,20,4
12014,5562,139,48,46
12015,1900,57,44,51
12016,2778,14,11,7
12017,818,125,8,5
12018,4278,154,54,33
12019,5704,215,28,8
12020,1084,131,9,12
12021,2105,190,51,9
12022,467,113,7,11
12023,5983,62,1,10
12024,1754,172,-8,59
12025,1249,58,51,9
12026,4479,164,17,17
12027,2279,16,58,21
12028,5425,213,28,55
12029,4457,138,28,3
12030,2089,204,-6,33
12031,3836,190,11,55
12032,1257,210,36,41
12033,2510,158,14,3
12034,5752,146,33,44
12035,1632,51,53,50
12036,720,90,13,58
12037,4244,47,49,50
12038,1246,201,3,5
12039,5836,28,60,48
12040,1408,102,40,18
12041,3167,14,,32
12042,4271,113,8,41
12043,524,58,41,50
12044,2480,125,40,53
12045,446,47,52,51
12046,2145,159,12,0
12047,434,214,47,44
12048,5443,42,50,54
12049,5894,95,56,23
12050,5331,58,5,22
12051,3789,165,57,15
12052,355,57,35,45
12053,3694,114,8,41
12054,32,197,13,13
12055,3086,200,1,27
12056,4733,145,40,37
12057,3137,113,-4,54
12058,831,118,,21
12059,4319,26,1,20
12060,1109,27,27,60
12061,4723,105,22,8
12062,852,204,7,60
12063,5929,108,19,47
12064,685,50,14,17
12065,894,41,38,6
12066,5773,97,48,34
12067,417,97,11,20
12068,3417,204,46,4
12069,5434,133,6,59
12070,2215,132,28,33
12071,3112,128,53,30
12072,610,8,55,37
12073,5575,150,15,60
12074,1325,3,60,59
12075,3260,47,23,54
12076,709,99,38,23
12077,1234,142,20,36
12078,687,104,39,4
12079,5365,39,50,1
12080,139,3,15,51
12081,3539,120,50,20
12082,333,163,34,11
12083,1882,57,31,29
12084,3690,200,43,59
12085,5055,198,47,13
12086,2840,134,55,39
12087,3326,84,30,18
12088,2757,132,25,33
12089,3860,180,14,41
12090,3901,76,56,19
12091,4403,205,29,44
12092,1555,65,48,6
12093,1205,152,13,36
12094,893,21,36,45
12095,4110,183,26,11
12096,791,61,31,23
12097,2310,129,34,28
12098,277,97,31,38
12099,5404,43,12,35
12100,4198,198,5,32
12101,5611,151,41,23
12102,4760,5,3,4
12103,235,58,58,33
12104,820,46,6,51
12105,2107,162,59,18
12106,1712,52,3,10
12107,1867,213,36,50
12108,4804,148,40,44
12109,4014,192,19,2
12110,1863,205,38,10
12111,1910,39,33,13
12112,5521,218,49,2
12113,4356,67,52,2
12114,2610,24,20,24
12115,1798,94,7,52
12116,11,60,38,38
12117,4668,36,46,2
12118,552,49,55,49
12119,411,53,50,60
12120,1391,139,36,36
12121,776,142,42,47
12122,2373,58,8,23
12123,3148,87,0,45
12124,5756,141,18,26
12125,2408,204,56,49
12126,2949,93,26,37
12127,57,55,57,12
12128,2876,72,20,15
12129,2799,123,19,15
12130,4846,123,23,26
12131,2015,40,30,13
12132,4784,158,,24
12133,1970,45,3,41
12134,742,40,7,50
12135,75,70,48,13
12136,3449,196,22,1
12137,4575,73,12,12
12138,1078,65,6,41
12139,2520,151,2,39
12140,3616,141,10,30
12141,4457,26,59,30
12142,915,169,26,18
12143,5364,186,47,51
12144,1851,120,20,43
12145,3771,207,51,30
12146,2510,34,,7
12147,4581,23,27,21
12148,4478,124,35,28
12149,4680,101,56,56
12150,2129,171,31,54
12151,2794,214,13,56
12152,1210,170,59,50
12153,3936,11,27,47
12154,4669,158,38,46
12155,689,87,,18
12156,1239,142,39,9
12157,1227,75,29,21
12158,3329,106,51,25
12159,65,42,35,60
12160,3356,26,44,18
12161,2597,70,23,54
12162,920,207,46,31
12163,2606,200,37,23
12164,4689,171,58,33
12165,2858,113,1,37
12166,5232,108,19,24
12167,5779,156,22,25
12168,1758,1,32,20
12169,5296,76,14,46
12170,2456,72,37,14
12171,3968,149,0,44
12172,3882,191,58,59
12173,5838,110,34,35
12174,4207,194,42,60
12175,2216,216,37,6
12176,3977,31,47,23
12177,3251,191,44,53
12178,4597,152,19,887
12179,2046,184,13,21
12180,5623,23,51,58
12181,3448,37,45,25
12182,3837,207,31,52
12183,4499,14,36,58
12184,3568,205,29,24
12185,3746,117,11,3
12186,195,43,14,44
12187,917,159,,38
12188,408,6,60,5
12189,2281,81,2,4
12190,3545,35,18,58
12191,2526,1,51,1
12192,1868,120,8,56
12193,3755,42,19,9
12194,1839,14,22,25
12195,3418,176,-9,52
12196,507,144,9,51
12197,479,8,25,29
12198,1416,175,32,18
12199,4747,85,59,21
12200,2075,212,11,9
12201,5479,137,7,59
12202,3040,154,-2,44
12203,5384,207,5,60
12204,4140,11,53,55
12205,3746,154,46,58
12206,5259,12,22,5
12207,4263,73,33,58
12208,1065,96,32,54
12209,565,48,,47
12210,5333,169,41,11
12211,1342,84,51,48
12212,1003,165,4,17
12213,4214,145,21,2
12214,3304,90,57,28
12215,883,59,11,34
12216,2695,96,8,36
12217,5128,34,33,25
12218,3836,30,41,38
12219,1424,50,12,54
12220,3103,144,9,35
12221,3657,136,46,50
12222,5789,201,52,36
12223,4079,164,37,19
12224,442,88,57,59
12225,732,188,31,29
12226,277,139,24,14
12227,1180,128,29,45
12228,5230,144,16,50
12229,1017,28,10,18
12230,5010,169,45,52
12231,4447,191,54,24
12232,5499,2,41,16
12233,3408,136,38,36
12234,160,73,7,6
12235,1862,84,27,16
12236,593,214,25,55
12237,1449,177,49,7
12238,3572,63,49,19
12239,647,194,0,43
12240,3661,82,43,36
12241,198,115,34,50
12242,1940,139,51,5
12243,290,83,30,45
12244,5511,150,60,9
12245,4516,36,44,58
12246,5840,69,32,15
12247,2737,23,25,3
12248,539,165,,18
12249,5389,55,55,59
12250,4811,175,22,28
12251,8,159,30,18
12252,2978,34,17,33
12253,4434,50,57,42
12254,2536,95,1,25
12255,1912,55,19,45
12256,4871,185,58,20
12257,1248,71,0,6
12258,5661,87,38,53
12259,3549,205,16,26
12260,2345,134,-9,50
12261,5802,92,58,42
12262,1264,140,59,10
12263,3939,76,40,50
12264,1165,58,26,55
12265,5344,160,32,41
12266,4884,160,21,41
12267,790,195,17,45
12268,263,97,33,46
12269,2235,193,-1,3
12270,3199,122,38,18
